# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_5	cds	44860	45648	-	BEEJFJ_02710		hypothetical protein	RefSeq:WP_251446007.1, SO:0001217, UniParc:UPI00203DB2B1, UniRef:UniRef100_UPI00203DB2B1, UniRef:UniRef50_A6P1L5, UniRef:UniRef90_UPI00203DB2B1
contig_5	cds	45745	46260	+	BEEJFJ_02715	yqeG	YqeG family HAD IIIA-type phosphatase	EC:3.1.3.-, KEGG:K07015, RefSeq:WP_251446010.1, SO:0001217, UniParc:UPI00204118B7, UniRef:UniRef100_UPI00204118B7, UniRef:UniRef50_A6P1L6, UniRef:UniRef90_UPI00204118B7
contig_5	cds	46277	47125	+	BEEJFJ_02720		TIM barrel protein	RefSeq:WP_251446013.1, SO:0001217, UniParc:UPI0020409AFF, UniRef:UniRef100_UPI0020409AFF, UniRef:UniRef50_A0A096B697, UniRef:UniRef90_UPI0020409AFF
contig_5	cds	47182	48246	+	BEEJFJ_02725		aminopeptidase P family protein	RefSeq:WP_251446016.1, SO:0001217, UniParc:UPI002040D31E, UniRef:UniRef100_UPI002040D31E, UniRef:UniRef50_A0A1C6GF89, UniRef:UniRef90_UPI002040D31E
contig_5	cds	48267	48938	+	BEEJFJ_02730		GNAT family N-acetyltransferase	RefSeq:WP_251446019.1, SO:0001217, UniParc:UPI00203A885D, UniRef:UniRef100_UPI00203A885D, UniRef:UniRef50_UPI00203A885D, UniRef:UniRef90_UPI00203A885D
contig_5	cds	48940	49650	+	BEEJFJ_02735		M15 family metallopeptidase	EC:3.4.13.22, KEGG:K08641, RefSeq:WP_251446022.1, SO:0001217, UniParc:UPI002040626F, UniRef:UniRef100_UPI002040626F, UniRef:UniRef50_A0A1C6FK24, UniRef:UniRef90_UPI002040626F
contig_5	cds	49698	50060	-	BEEJFJ_02740	rsfS	ribosome silencing factor	GO:0017148, GO:0043022, RefSeq:WP_251446024.1, SO:0001217, UniParc:UPI00203BD508, UniRef:UniRef100_UPI00203BD508, UniRef:UniRef50_A0A1C6AMF6, UniRef:UniRef90_UPI00203BD508
contig_5	cds	50079	51656	-	BEEJFJ_02745		LCP family protein	SO:0001217, UniParc:UPI0024084318, UniRef:UniRef100_UPI0024084318, UniRef:UniRef50_A0A8J6J3P9, UniRef:UniRef90_UPI0024084318
contig_5	cds	51666	52865	-	BEEJFJ_02750	nadD	nicotinate (nicotinamide) nucleotide adenylyltransferase	GO:0000309, GO:0004515, GO:0005737, GO:0009435, RefSeq:WP_251446026.1, SO:0001217, UniParc:UPI00203F795D, UniRef:UniRef100_UPI00203F795D, UniRef:UniRef50_A0A3D1X6P6, UniRef:UniRef90_UPI00203F795D
contig_5	cds	52879	53187	-	BEEJFJ_02755	yhbY	YhbY family RNA-binding protein	KEGG:K07574, RefSeq:WP_251446028.1, SO:0001217, UniParc:UPI00203DE40C, UniRef:UniRef100_UPI00203DE40C, UniRef:UniRef50_R7I730, UniRef:UniRef90_UPI00203DE40C
contig_5	cds	53204	53803	-	BEEJFJ_02760		XTP/dITP diphosphatase	EC:3.6.1.66, GO:0009143, GO:0047429, KEGG:K01519, RefSeq:WP_251446030.1, SO:0001217, UniParc:UPI00203AC57B, UniRef:UniRef100_UPI00203AC57B, UniRef:UniRef50_A0A1Q6RV21, UniRef:UniRef90_UPI00203AC57B
contig_5	cds	53808	54524	-	BEEJFJ_02765	rph	ribonuclease PH	EC:2.7.7.56, GO:0004549, GO:0008033, KEGG:K00989, RefSeq:WP_251446032.1, SO:0001217, UniParc:UPI00203A862A, UniRef:UniRef100_UPI00203A862A, UniRef:UniRef50_B5YFY8, UniRef:UniRef90_UPI00203A862A
contig_5	cds	54538	55437	-	BEEJFJ_02770	ftsY	signal recognition particle-docking protein FtsY	GO:0003924, GO:0005047, GO:0009306, KEGG:K03110, RefSeq:WP_251446034.1, SO:0001217, UniParc:UPI00203E4637, UniRef:UniRef100_UPI00203E4637, UniRef:UniRef50_A0A173SUF6, UniRef:UniRef90_UPI00203E4637
contig_5	cds	55439	55696	-	BEEJFJ_02775		hypothetical protein	RefSeq:WP_251446036.1, SO:0001217, UniParc:UPI00203A6DC1, UniRef:UniRef100_UPI00203A6DC1, UniRef:UniRef50_UPI00203A6DC1, UniRef:UniRef90_UPI00203A6DC1
contig_5	cds	55693	59304	-	BEEJFJ_02780	smc	chromosome segregation protein SMC	GO:0005524, GO:0007059, GO:0030261, KEGG:K03529, SO:0001217, UniRef:UniRef50_V2YFH4, UniRef:UniRef90_UPI00203ED83D
contig_5	cds	59446	60060	+	BEEJFJ_02785		lysoplasmalogenase family protein	RefSeq:WP_251446040.1, SO:0001217, UniParc:UPI00203B1865, UniRef:UniRef100_UPI00203B1865, UniRef:UniRef50_UPI00203B1865, UniRef:UniRef90_UPI00203B1865
contig_5	cds	60057	60758	+	BEEJFJ_02790		TIGR01906 family membrane protein	RefSeq:WP_251446043.1, SO:0001217, UniParc:UPI00203C58A0, UniRef:UniRef100_UPI00203C58A0, UniRef:UniRef50_UPI00203C58A0, UniRef:UniRef90_UPI00203C58A0
contig_5	cds	60830	61504	-	BEEJFJ_02795	rnc	ribonuclease III	EC:3.1.26.3, GO:0004525, GO:0006396, RefSeq:WP_251446046.1, SO:0001217, UniParc:UPI00203F8DF0, UniRef:UniRef100_UPI00203F8DF0, UniRef:UniRef50_A0A075JPI5, UniRef:UniRef90_UPI00203F8DF0
contig_5	cds	61504	61737	-	BEEJFJ_02800		acyl carrier protein	RefSeq:WP_251446049.1, SO:0001217, UniParc:UPI00203B1C03, UniRef:UniRef100_UPI00203B1C03, UniRef:UniRef50_B0TGW1, UniRef:UniRef90_UPI00203B1C03
contig_5	cds	61814	62857	-	BEEJFJ_02805	plsX	phosphate acyltransferase PlsX	EC:2.3.1.274, GO:0008610, GO:0043811, KEGG:K03621, RefSeq:WP_251446052.1, SO:0001217, UniParc:UPI002041B39A, UniRef:UniRef100_UPI002041B39A, UniRef:UniRef50_R6HWX8, UniRef:UniRef90_UPI002041B39A
contig_5	cds	62854	63081	-	BEEJFJ_02810		helix-turn-helix transcriptional regulator	RefSeq:WP_251446055.1, SO:0001217, UniParc:UPI00203A9E94, UniRef:UniRef100_UPI00203A9E94, UniRef:UniRef50_A0A1C5WGX5, UniRef:UniRef90_UPI00203A9E94
contig_5	cds	63149	63391	+	BEEJFJ_02815		hypothetical protein	RefSeq:WP_251446058.1, SO:0001217, UniParc:UPI00203E9FE6, UniRef:UniRef100_UPI00203E9FE6, UniRef:UniRef50_UPI00203E9FE6, UniRef:UniRef90_UPI00203E9FE6
contig_5	cds	63377	64684	-	BEEJFJ_02820	trmFO	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	EC:2.1.1.74, GO:0008033, GO:0050660, KEGG:K04094, RefSeq:WP_251446061.1, SO:0001217, UniParc:UPI00203F0407, UniRef:UniRef100_UPI00203F0407, UniRef:UniRef50_Q9S449, UniRef:UniRef90_UPI00203F0407
contig_5	cds	64720	66996	-	BEEJFJ_02825	topA	type I DNA topoisomerase	EC:5.6.2.1, GO:0003677, GO:0003917, GO:0005737, GO:0006260, GO:0006265, KEGG:K03168, RefSeq:WP_251446064.1, SO:0001217, UniParc:UPI002040E941, UniRef:UniRef100_UPI002040E941, UniRef:UniRef50_A0A1C5M6D9, UniRef:UniRef90_UPI002040E941
contig_5	cds	67020	68261	-	BEEJFJ_02830	dprA	DNA-processing protein DprA	GO:0009294, RefSeq:WP_251446067.1, SO:0001217, UniParc:UPI00203F21E6, UniRef:UniRef100_UPI00203F21E6, UniRef:UniRef50_A0A416R8Q5, UniRef:UniRef90_UPI00203F21E6
contig_5	cds	68326	69078	-	BEEJFJ_02835		RNA methyltransferase	RefSeq:WP_251446069.1, SO:0001217, UniParc:UPI00203DD131, UniRef:UniRef100_UPI00203DD131, UniRef:UniRef50_V2Y0G0, UniRef:UniRef90_UPI00203DD131
contig_5	cds	69078	69737	-	BEEJFJ_02840	trkA	TrkA family potassium uptake protein	RefSeq:WP_251446072.1, SO:0001217, UniParc:UPI00204090B1, UniRef:UniRef100_UPI00204090B1, UniRef:UniRef50_F4XCG7, UniRef:UniRef90_UPI00204090B1
contig_5	cds	69754	71136	-	BEEJFJ_02845	trkG	potassium transporter TrkG	RefSeq:WP_251446075.1, SO:0001217, UniParc:UPI0020418896, UniRef:UniRef100_UPI0020418896, UniRef:UniRef50_A0A212K5A7, UniRef:UniRef90_UPI0020418896
contig_5	cds	71544	71750	-	BEEJFJ_02850	hicB	type II toxin-antitoxin system HicB family antitoxin	RefSeq:WP_251446078.1, SO:0001217, UniParc:UPI00203C787D, UniRef:UniRef100_UPI00203C787D, UniRef:UniRef50_A0A2H9MCB2, UniRef:UniRef90_UPI00203C787D
contig_5	cds	71740	72003	-	BEEJFJ_02855	hicA	type II toxin-antitoxin system HicA family toxin	RefSeq:WP_251446081.1, SO:0001217, UniParc:UPI00203A5FE2, UniRef:UniRef100_UPI00203A5FE2, UniRef:UniRef50_A0A1W1H8T1, UniRef:UniRef90_UPI00203A5FE2
contig_5	cds	72041	72850	-	BEEJFJ_02860		apolipoprotein A1/A4/E family protein	RefSeq:WP_251446084.1, SO:0001217, UniParc:UPI00203BA3F6, UniRef:UniRef100_UPI00203BA3F6, UniRef:UniRef50_UPI00203BA3F6, UniRef:UniRef90_UPI00203BA3F6
contig_5	cds	73633	75129	-	BEEJFJ_02865	lysS	lysine--tRNA ligase	EC:6.1.1.6, GO:0004824, GO:0005737, GO:0006430, KEGG:K04567, RefSeq:WP_251446088.1, SO:0001217, UniParc:UPI002040D14C, UniRef:UniRef100_UPI002040D14C, UniRef:UniRef50_A0A0Q6SLV7, UniRef:UniRef90_UPI002040D14C
contig_5	cds	75161	75703	-	BEEJFJ_02870	greA	transcription elongation factor GreA	GO:0003677, GO:0032784, GO:0070063, KEGG:K03624, SO:0001217, UniRef:UniRef50_A0A316NI34, UniRef:UniRef90_UPI00203F6A04
contig_5	cds	75757	76449	-	BEEJFJ_02875		hypothetical protein	RefSeq:WP_251446092.1, SO:0001217, UniParc:UPI00203D03E0, UniRef:UniRef100_UPI00203D03E0, UniRef:UniRef50_UPI00203D03E0, UniRef:UniRef90_UPI00203D03E0
contig_5	cds	76521	77687	-	BEEJFJ_02880		S41 family peptidase	RefSeq:WP_251446094.1, SO:0001217, UniParc:UPI00203E949C, UniRef:UniRef100_UPI00203E949C, UniRef:UniRef50_A0A212K532, UniRef:UniRef90_UPI00203E949C
contig_5	cds	77751	79022	-	BEEJFJ_02885		M23 family metallopeptidase	KEGG:K22719, RefSeq:WP_251446096.1, SO:0001217, UniParc:UPI00203BD505, UniRef:UniRef100_UPI00203BD505, UniRef:UniRef50_A0A1C6BUQ8, UniRef:UniRef90_UPI00203BD505
contig_5	cds	79040	79939	-	BEEJFJ_02890	ftsX	permease-like cell division protein FtsX	GO:0016020, RefSeq:WP_251446099.1, SO:0001217, UniParc:UPI00204177B5, UniRef:UniRef100_UPI00204177B5, UniRef:UniRef50_V2YBD3, UniRef:UniRef90_UPI00204177B5
contig_5	cds	79923	80615	-	BEEJFJ_02895	ftsE	cell division ATP-binding protein FtsE	GO:0000910, GO:0005524, RefSeq:WP_251446102.1, SO:0001217, UniParc:UPI002041D785, UniRef:UniRef100_UPI002041D785, UniRef:UniRef50_A0A2X3X9Y9, UniRef:UniRef90_UPI002041D785
contig_5	cds	80723	81814	-	BEEJFJ_02900		helix-turn-helix domain-containing protein	KEGG:K02647, RefSeq:WP_251446105.1, SO:0001217, UniParc:UPI00203D77D0, UniRef:UniRef100_UPI00203D77D0, UniRef:UniRef50_U2KIZ9, UniRef:UniRef90_UPI00203D77D0
contig_5	cds	81944	82657	-	BEEJFJ_02905		16S rRNA pseudouridine(516) synthase	EC:5.4.99.19, KEGG:K06183, RefSeq:WP_251446108.1, SO:0001217, UniParc:UPI00203A58A3, UniRef:UniRef100_UPI00203A58A3, UniRef:UniRef50_A0A0S2W5H3, UniRef:UniRef90_UPI00203A58A3
contig_5	cds	82822	83310	+	BEEJFJ_02910		DUF4830 domain-containing protein	RefSeq:WP_251446111.1, SO:0001217, UniParc:UPI0020415D19, UniRef:UniRef100_UPI0020415D19, UniRef:UniRef50_A6NZ19, UniRef:UniRef90_UPI0020415D19
contig_5	cds	83616	85613	-	BEEJFJ_02915		FAD-binding protein	RefSeq:WP_251446113.1, SO:0001217, UniParc:UPI00203EC0C3, UniRef:UniRef100_UPI00203EC0C3, UniRef:UniRef50_UPI00203EC0C3, UniRef:UniRef90_UPI00203EC0C3
contig_5	cds	85610	86470	-	BEEJFJ_02920	merR	MerR family DNA-binding transcriptional regulator	RefSeq:WP_251446116.1, SO:0001217, UniParc:UPI00203B8A11, UniRef:UniRef100_UPI00203B8A11, UniRef:UniRef50_UPI00203B8A11, UniRef:UniRef90_UPI00203B8A11
contig_5	cds	86728	87561	-	BEEJFJ_02925		mechanosensitive ion channel family protein	RefSeq:WP_251446119.1, SO:0001217, UniParc:UPI00203A5170, UniRef:UniRef100_UPI00203A5170, UniRef:UniRef50_A0A096B5A9, UniRef:UniRef90_UPI00203A5170
contig_5	cds	87703	88911	-	BEEJFJ_02930		stalk domain-containing protein	RefSeq:WP_251446122.1, SO:0001217, UniParc:UPI00203CED3C, UniRef:UniRef100_UPI00203CED3C, UniRef:UniRef50_UPI00203CED3C, UniRef:UniRef90_UPI00203CED3C
contig_5	cds	89050	90252	-	BEEJFJ_02935	tuf	elongation factor Tu	COG:COG0050, COG:J, GO:0003746, GO:0006414, RefSeq:WP_251446125.1, SO:0001217, UniParc:UPI00203AF704, UniRef:UniRef100_UPI00203AF704, UniRef:UniRef50_P56003, UniRef:UniRef90_A0A810Q5P1
contig_5	cds	90356	92464	-	BEEJFJ_02940	fusA	elongation factor G	COG:COG0480, COG:J, GO:0003746, GO:0006414, KEGG:K02355, RefSeq:WP_251446128.1, SO:0001217, UniParc:UPI00203FA83E, UniRef:UniRef100_UPI00203FA83E, UniRef:UniRef50_B0S0I4, UniRef:UniRef90_F4X9L8
contig_5	cds	92481	92951	-	BEEJFJ_02945	rpsG	30S ribosomal protein S7	GO:0000314, GO:0003735, GO:0006412, GO:0022627, KEGG:K02992, RefSeq:WP_251446131.1, SO:0001217, UniParc:UPI0020410BE0, UniRef:UniRef100_UPI0020410BE0, UniRef:UniRef50_Q839H0, UniRef:UniRef90_UPI0020410BE0
contig_5	cds	93146	93568	-	BEEJFJ_02950	rpsL	30S ribosomal protein S12	COG:COG0048, COG:J, GO:0000314, GO:0003735, GO:0006412, GO:0022627, RefSeq:WP_251446134.1, SO:0001217, UniParc:UPI00203AD287, UniRef:UniRef100_UPI00203AD287, UniRef:UniRef50_P09901, UniRef:UniRef90_A6NZ25
contig_5	cds	93653	93898	-	BEEJFJ_02955		ribosomal L7Ae/L30e/S12e/Gadd45 family protein	RefSeq:WP_251446137.1, SO:0001217, UniParc:UPI00203A9ADC, UniRef:UniRef100_UPI00203A9ADC, UniRef:UniRef50_R5HTD7, UniRef:UniRef90_UPI00203A9ADC
contig_5	cds	94102	94782	-	BEEJFJ_02960	sfsA	DNA/RNA nuclease SfsA	GO:0000023, GO:0003677, KEGG:K06206, RefSeq:WP_251446140.1, SO:0001217, UniParc:UPI0020420F58, UniRef:UniRef100_UPI0020420F58, UniRef:UniRef50_D1PQT8, UniRef:UniRef90_UPI0020420F58
contig_5	cds	94811	95716	-	BEEJFJ_02965	lysR	LysR family transcriptional regulator	RefSeq:WP_251446143.1, SO:0001217, UniParc:UPI00203C1EC8, UniRef:UniRef100_UPI00203C1EC8, UniRef:UniRef50_UPI00203C1EC8, UniRef:UniRef90_UPI00203C1EC8
contig_5	cds	95941	97335	+	BEEJFJ_02970		tryptophanase	EC:4.1.99.1, KEGG:K01667, RefSeq:WP_251446146.1, SO:0001217, UniParc:UPI00203FCA50, UniRef:UniRef100_UPI00203FCA50, UniRef:UniRef50_Q894M8, UniRef:UniRef90_UPI00203FCA50
contig_6	cds	36	1205	-	BEEJFJ_02975		hypothetical protein	RefSeq:WP_251446153.1, SO:0001217, UniParc:UPI00203F96C8, UniRef:UniRef100_UPI00203F96C8, UniRef:UniRef50_UPI00203F96C8, UniRef:UniRef90_UPI00203F96C8
contig_6	cds	1202	1759	-	BEEJFJ_02980		RNA polymerase sigma factor	RefSeq:WP_251446156.1, SO:0001217, UniParc:UPI00203AE045, UniRef:UniRef100_UPI00203AE045, UniRef:UniRef50_V2YFP6, UniRef:UniRef90_UPI00203AE045
contig_6	cds	1848	3401	-	BEEJFJ_02985		cellulase family glycosylhydrolase	RefSeq:WP_251446159.1, SO:0001217, UniParc:UPI00203E7DE3, UniRef:UniRef100_UPI00203E7DE3, UniRef:UniRef50_A0A3A9EIN6, UniRef:UniRef90_UPI00203E7DE3
contig_6	cds	3434	3841	-	BEEJFJ_02990		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0020400E35, UniRef:UniRef90_UPI0020400E35
contig_6	cds	3939	4277	-	BEEJFJ_02995		hypothetical protein	RefSeq:WP_251446165.1, SO:0001217, UniParc:UPI00203E6007, UniRef:UniRef100_UPI00203E6007, UniRef:UniRef50_UPI00203E6007, UniRef:UniRef90_UPI00203E6007
contig_6	cds	4274	4954	-	BEEJFJ_03000		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00204052F5, UniRef:UniRef90_UPI00204052F5
contig_6	ncRNA-region	5175	5395	+			T-box leader	RFAM:RF00230, SO:0000140
contig_6	cds	5463	8273	+	BEEJFJ_03005	ileS	isoleucine--tRNA ligase	EC:6.1.1.5, GO:0004822, GO:0005737, GO:0006428, RefSeq:WP_251446172.1, SO:0001217, UniParc:UPI00203EE5CD, UniRef:UniRef100_UPI00203EE5CD, UniRef:UniRef50_A0A928FD54, UniRef:UniRef90_UPI00203EE5CD
contig_6	cds	8323	9066	-	BEEJFJ_03010		DivIVA domain-containing protein	RefSeq:WP_251446175.1, SO:0001217, UniParc:UPI00203F9CAA, UniRef:UniRef100_UPI00203F9CAA, UniRef:UniRef50_A6NT04, UniRef:UniRef90_UPI00203F9CAA
contig_6	cds	9232	9729	-	BEEJFJ_03015	sepF	cell division protein SepF	KEGG:K09772, RefSeq:WP_251446178.1, SO:0001217, UniParc:UPI00203E8DDF, UniRef:UniRef100_UPI00203E8DDF, UniRef:UniRef50_R8W560, UniRef:UniRef90_UPI00203E8DDF
contig_6	cds	9760	10470	-	BEEJFJ_03020	yggS	YggS family pyridoxal phosphate-dependent enzyme	KEGG:K06997, RefSeq:WP_251446181.1, SO:0001217, UniParc:UPI00203E4826, UniRef:UniRef100_UPI00203E4826, UniRef:UniRef50_V2YF18, UniRef:UniRef90_UPI00203E4826
contig_6	cds	10509	11741	-	BEEJFJ_03025	hlyD	HlyD family efflux transporter periplasmic adaptor subunit	RefSeq:WP_251446184.1, SO:0001217, UniParc:UPI00203DF21A, UniRef:UniRef100_UPI00203DF21A, UniRef:UniRef50_UPI00203DF21A, UniRef:UniRef90_UPI00203DF21A
contig_6	cds	11778	12005	-	BEEJFJ_03030	hfq	RNA chaperone Hfq	GO:0003723, GO:0006355, RefSeq:WP_251446187.1, SO:0001217, UniParc:UPI0020411543, UniRef:UniRef100_UPI0020411543, UniRef:UniRef50_C4L1C0, UniRef:UniRef90_UPI0020411543
contig_6	cds	12078	13994	-	BEEJFJ_03035	mutL	DNA mismatch repair endonuclease MutL	GO:0006298, GO:0016887, RefSeq:WP_251446190.1, SO:0001217, UniParc:UPI00203D1C7F, UniRef:UniRef100_UPI00203D1C7F, UniRef:UniRef50_A0A3A8YNJ5, UniRef:UniRef90_UPI00203D1C7F
contig_6	cds	14012	14698	-	BEEJFJ_03040		CPBP family intramembrane glutamic endopeptidase	RefSeq:WP_251446193.1, SO:0001217, UniParc:UPI00203ED363, UniRef:UniRef100_UPI00203ED363, UniRef:UniRef50_UPI00203ED363, UniRef:UniRef90_UPI00203ED363
contig_6	cds	14726	17311	-	BEEJFJ_03045	mutS	DNA mismatch repair protein MutS	GO:0005524, GO:0006298, GO:0030983, RefSeq:WP_251446196.1, SO:0001217, UniParc:UPI00203B5B04, UniRef:UniRef100_UPI00203B5B04, UniRef:UniRef50_A0A410Q3I3, UniRef:UniRef90_UPI00203B5B04
contig_6	cds	17376	18800	-	BEEJFJ_03050	miaB	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	EC:2.8.4.3, GO:0006400, GO:0016782, GO:0051539, GO:1904047, KEGG:K06168, RefSeq:WP_251446199.1, SO:0001217, UniParc:UPI00203D5B3E, UniRef:UniRef100_UPI00203D5B3E, UniRef:UniRef50_C0EF27, UniRef:UniRef90_UPI00203D5B3E
contig_6	cds	18986	20908	-	BEEJFJ_03055		FAD-dependent oxidoreductase	RefSeq:WP_251446202.1, SO:0001217, UniParc:UPI00204067A9, UniRef:UniRef100_UPI00204067A9, UniRef:UniRef50_A0A6N3EFY6, UniRef:UniRef90_UPI00204067A9
contig_6	cds	20931	21422	-	BEEJFJ_03060		nuclear transport factor 2 family protein	RefSeq:WP_251446205.1, SO:0001217, UniParc:UPI00203C8A11, UniRef:UniRef100_UPI00203C8A11, UniRef:UniRef50_A0A143X946, UniRef:UniRef90_UPI00203C8A11
contig_6	cds	21497	22261	-	BEEJFJ_03065		SDR family oxidoreductase	RefSeq:WP_251446208.1, SO:0001217, UniParc:UPI0020412F77, UniRef:UniRef100_UPI0020412F77, UniRef:UniRef50_A0A644YXQ0, UniRef:UniRef90_UPI0020412F77
contig_6	cds	22310	22879	-	BEEJFJ_03070		flavodoxin family protein	RefSeq:WP_251446211.1, SO:0001217, UniParc:UPI00203DDEFA, UniRef:UniRef100_UPI00203DDEFA, UniRef:UniRef50_UPI00203DDEFA, UniRef:UniRef90_UPI00203DDEFA
contig_6	cds	22883	23788	-	BEEJFJ_03075		MBL fold metallo-hydrolase	RefSeq:WP_251446214.1, SO:0001217, UniParc:UPI00203EF18F, UniRef:UniRef100_UPI00203EF18F, UniRef:UniRef50_UPI00203EF18F, UniRef:UniRef90_UPI00203EF18F
contig_6	cds	23803	25464	-	BEEJFJ_03080		class I adenylate-forming enzyme family protein	RefSeq:WP_251446216.1, SO:0001217, UniParc:UPI00203DE0AC, UniRef:UniRef100_UPI00203DE0AC, UniRef:UniRef50_A0A9D2L7M4, UniRef:UniRef90_UPI00203DE0AC
contig_6	cds	25665	26957	-	BEEJFJ_03085	gntP	GntP family permease	RefSeq:WP_251446219.1, SO:0001217, UniParc:UPI00203FF859, UniRef:UniRef100_UPI00203FF859, UniRef:UniRef50_A0A9D2L7K8, UniRef:UniRef90_UPI00203FF859
contig_6	cds	27030	28235	-	BEEJFJ_03090		OFA family MFS transporter	RefSeq:WP_251446221.1, SO:0001217, UniParc:UPI00203F06CE, UniRef:UniRef100_UPI00203F06CE, UniRef:UniRef50_UPI00203F06CE, UniRef:UniRef90_UPI00203F06CE
contig_6	cds	28252	29562	-	BEEJFJ_03095		acetyl-CoA hydrolase/transferase C-terminal domain-containing protein	EC:2.8.3.-, KEGG:K18122, RefSeq:WP_251446224.1, SO:0001217, UniParc:UPI0020414AC5, UniRef:UniRef100_UPI0020414AC5, UniRef:UniRef50_A0A3P2AHM6, UniRef:UniRef90_UPI0020414AC5
contig_6	cds	29609	30367	-	BEEJFJ_03100		SDR family oxidoreductase	RefSeq:WP_251446227.1, SO:0001217, UniParc:UPI0020409D1E, UniRef:UniRef100_UPI0020409D1E, UniRef:UniRef50_A0A3P2AFE1, UniRef:UniRef90_UPI0020409D1E
contig_6	cds	30445	30897	-	BEEJFJ_03105		MaoC/PaaZ C-terminal domain-containing protein	RefSeq:WP_251446230.1, SO:0001217, UniParc:UPI00203D4543, UniRef:UniRef100_UPI00203D4543, UniRef:UniRef50_A0A1H3JB73, UniRef:UniRef90_UPI00203D4543
contig_6	cds	30928	32091	-	BEEJFJ_03110		acyl-CoA dehydrogenase family protein	RefSeq:WP_251446233.1, SO:0001217, UniParc:UPI00203B7F9D, UniRef:UniRef100_UPI00203B7F9D, UniRef:UniRef50_R9IQ01, UniRef:UniRef90_UPI00203B7F9D
contig_6	cds	32549	33952	+	BEEJFJ_03115		sigma 54-interacting transcriptional regulator	RefSeq:WP_251446236.1, SO:0001217, UniParc:UPI00204007B6, UniRef:UniRef100_UPI00204007B6, UniRef:UniRef50_UPI00204007B6, UniRef:UniRef90_UPI00204007B6
contig_6	cds	33942	34922	+	BEEJFJ_03120		sigma 54-interacting transcriptional regulator	RefSeq:WP_251446239.1, SO:0001217, UniParc:UPI00203EE2EC, UniRef:UniRef100_UPI00203EE2EC, UniRef:UniRef50_A0A9D2TCR7, UniRef:UniRef90_UPI00203EE2EC
contig_6	cds	34972	35739	-	BEEJFJ_03125		polysaccharide deacetylase family protein	RefSeq:WP_251446242.1, SO:0001217, UniParc:UPI00203A89A5, UniRef:UniRef100_UPI00203A89A5, UniRef:UniRef50_A0A844K2W2, UniRef:UniRef90_UPI00203A89A5
contig_6	cds	35802	35966	-	BEEJFJ_03130		hypothetical protein	RefSeq:WP_251446245.1, SO:0001217, UniParc:UPI00203AF2B3, UniRef:UniRef100_UPI00203AF2B3, UniRef:UniRef50_UPI00203AF2B3, UniRef:UniRef90_UPI00203AF2B3
contig_6	cds	36080	36388	+	BEEJFJ_03135		helix-turn-helix transcriptional regulator	RefSeq:WP_251446248.1, SO:0001217, UniParc:UPI00203B7C8D, UniRef:UniRef100_UPI00203B7C8D, UniRef:UniRef50_R8W5U2, UniRef:UniRef90_UPI00203B7C8D
contig_6	cds	36485	37627	+	BEEJFJ_03140	ytvI	sporulation integral membrane protein YtvI	GO:0003674, GO:0016020, GO:0030436, RefSeq:WP_251446251.1, SO:0001217, UniParc:UPI00203DAAC5, UniRef:UniRef100_UPI00203DAAC5, UniRef:UniRef50_A0A3A8ZA32, UniRef:UniRef90_UPI00203DAAC5
contig_6	cds	37726	39039	+	BEEJFJ_03145		trypsin-like peptidase domain-containing protein	RefSeq:WP_251446254.1, SO:0001217, UniParc:UPI0020408F3F, UniRef:UniRef100_UPI0020408F3F, UniRef:UniRef50_A0A1Y4S029, UniRef:UniRef90_UPI0020408F3F
contig_6	cds	39157	39705	+	BEEJFJ_03150	gntR	GntR family transcriptional regulator	RefSeq:WP_251446257.1, SO:0001217, UniParc:UPI0020401823, UniRef:UniRef100_UPI0020401823, UniRef:UniRef50_UPI002041AF70, UniRef:UniRef90_UPI0020401823
contig_6	cds	39792	40547	-	BEEJFJ_03155	jag	RNA-binding cell elongation regulator Jag/EloR	GO:0003676, GO:0051510, KEGG:K06346, RefSeq:WP_251446260.1, SO:0001217, UniParc:UPI0020420277, UniRef:UniRef100_UPI0020420277, UniRef:UniRef50_A0A810Q0Y5, UniRef:UniRef90_UPI0020420277
contig_6	cds	40578	41987	-	BEEJFJ_03160	yidC	membrane protein insertase YidC	KEGG:K03217, RefSeq:WP_251446263.1, SO:0001217, UniParc:UPI00203CA305, UniRef:UniRef100_UPI00203CA305, UniRef:UniRef50_T5S065, UniRef:UniRef90_UPI00203CA305
contig_6	cds	42009	42227	-	BEEJFJ_03165	yidD	membrane protein insertion efficiency factor YidD	KEGG:K08998, RefSeq:WP_251446266.1, SO:0001217, UniParc:UPI002040DDA2, UniRef:UniRef100_UPI002040DDA2, UniRef:UniRef50_A6LGE9, UniRef:UniRef90_UPI002040DDA2
